bill_aed,tariff,home_type,size,occupants,setpoint,led_pct,ac_share,lighting_share,appliances_share,other_share
204.0,0.48,villa,S,3,25,37,0.3716968374456715,0.21053697760780912,0.2623830714743727,0.15538311347214673
91.0,0.37,apartment,S,1,24,32,0.3306416041371709,0.1422454539552474,0.3819659258736745,0.14514701603390723
192.0,0.5,apartment,S,5,20,4,0.4465773196034282,0.2007218353432139,0.2749146124067555,0.07778623264660237
201.0,0.39,apartment,M,2,22,60,0.5709195298491354,0.09855343648965315,0.2264859755598747,0.10404105810133672
175.0,0.36,apartment,S,4,22,51,0.48933071525479555,0.12998774818409747,0.28784668206232483,0.0928348544987822
123.0,0.32,apartment,M,2,24,46,0.4341414600123474,0.13392235787486617,0.2924809579350465,0.13945522417774006
125.0,0.26,apartment,M,2,23,33,0.46571240535974784,0.1302558347537691,0.21195632119118946,0.19207543869529364
325.0,0.44,apartment,L,4,21,71,0.5495866400484954,0.056476042853760434,0.2978254217809358,0.09611189531680835
237.0,0.34,villa,M,6,23,59,0.4374392198306152,0.07364922601796656,0.3539483644123494,0.13496318973906887
203.0,0.44,villa,M,3,25,59,0.3456097282963461,0.11534862868109838,0.36703860841638725,0.1720030346061683
393.0,0.48,apartment,M,6,22,69,0.42393326047503005,0.06708449483690014,0.33383041646746575,0.17515182822060413
162.0,0.32,apartment,L,1,23,16,0.47189046133384177,0.15242204187583522,0.22951673849353718,0.14617075829678589
238.0,0.33,apartment,M,4,23,6,0.4964616174417517,0.1467605677769064,0.2510984152933927,0.10567939948794927
300.0,0.5,villa,S,2,25,39,0.3865068566610312,0.17470716836469843,0.3376009987896063,0.10118497618466425
144.0,0.35,villa,S,3,25,53,0.41635435855212544,0.1229314495579246,0.28151460424833996,0.17919958764161004
238.0,0.45,apartment,L,1,23,28,0.49130806156682744,0.13612711663291954,0.20958404128805422,0.16298078051219886
138.0,0.41,apartment,M,1,25,62,0.376206811327276,0.1402869882131833,0.3555810670558221,0.1279251334037186
218.0,0.26,apartment,L,5,25,63,0.3822125778463728,0.08090652125927238,0.39166150902104263,0.1452193918733122
171.0,0.29,villa,M,4,24,49,0.4446948895287998,0.12788140995012,0.28195087580393435,0.14547282471714587
220.0,0.41,villa,M,3,25,89,0.4007313372354546,0.07058147138870259,0.3611030370345842,0.16758415434125865
270.0,0.48,apartment,M,6,21,65,0.43721276312766666,0.09073934960908894,0.3167846492229736,0.15526323804027078
136.0,0.26,apartment,L,5,22,80,0.43214918100519606,0.06173834715790104,0.33849500884205075,0.16761746299485214
172.0,0.26,apartment,L,3,23,21,0.4934343168682255,0.11263065740258202,0.25308556172315766,0.14084946400603485
163.0,0.31,apartment,M,3,22,61,0.4534210704189185,0.09593069802326382,0.30708534948434246,0.14356288207347537
211.0,0.34,villa,S,3,21,16,0.4970050431297857,0.1429941607535912,0.21150017764998363,0.14850061846663948
241.0,0.3,villa,S,6,22,31,0.4211247530914968,0.17393458505630718,0.25702708416002706,0.14791357769216887
135.0,0.31,apartment,M,4,25,19,0.30602602881586927,0.1597325184951488,0.4275949905442234,0.10664646214475865
111.0,0.28,apartment,L,2,22,91,0.36774759481095,0.08520366586187264,0.4172047887741692,0.12984395055300813
215.0,0.33,apartment,L,3,23,46,0.4485633806269596,0.1583691223277092,0.27245232650298745,0.12061517054234376
150.0,0.37,apartment,M,3,23,23,0.432716886376957,0.10169731168847317,0.3349669403291112,0.13061886160545869
157.0,0.47,apartment,S,3,25,48,0.32976260834562243,0.13668084487499016,0.39191238574013115,0.14164416103925623
265.0,0.35,villa,M,4,22,9,0.4234264098238134,0.1389395863113242,0.2784957791101733,0.15913822475468925
644.0,0.48,villa,L,7,25,67,0.4486856779387279,0.040438471623696556,0.2867633312159232,0.22411251922165235
216.0,0.4,apartment,M,3,22,68,0.47401536962664187,0.06929969377767144,0.29797722223964895,0.1587077143560378
279.0,0.41,villa,S,3,21,29,0.48568324069256286,0.10683895484853811,0.321584334745066,0.08589346971383308
199.0,0.48,villa,M,1,26,55,0.34160018314046564,0.08383998478036536,0.38565888521253827,0.1889009468666306
180.0,0.29,apartment,M,3,21,83,0.5764519227853168,0.0511842624580908,0.2254757511443618,0.1468880636122306
164.0,0.38,apartment,M,4,24,42,0.37639470202102493,0.12584385735520498,0.3384124712991136,0.15934896932465642
203.0,0.33,apartment,L,7,24,89,0.4041935564529155,0.038802912595836035,0.41469246629720824,0.1423110646540403
509.0,0.49,villa,L,5,25,20,0.35797894599452645,0.14455757903760952,0.35111396925197913,0.1463495057158849
187.0,0.48,apartment,S,2,23,44,0.4076576295857361,0.10987066090458017,0.3009460063035189,0.1815257032061648
240.0,0.39,apartment,S,6,21,47,0.5281061052595846,0.09701841260481432,0.23459564200845073,0.14027984012715022
271.0,0.36,apartment,M,6,25,67,0.3749483462802763,0.1415799812084481,0.37050595310579165,0.11296571940548393
108.0,0.32,apartment,S,2,21,33,0.438385305985823,0.1327380926737903,0.31982901329456515,0.10904758804582164
210.0,0.38,apartment,M,7,24,23,0.2931849442162101,0.18473744773100145,0.3941418773919068,0.12793573066088168
310.0,0.42,villa,S,5,22,12,0.4131113604567829,0.26166587731687757,0.24195307272606414,0.08326968950027533
130.0,0.39,apartment,S,5,23,18,0.3893810286661566,0.14209754169720698,0.33797939464957744,0.13054203498705905
431.0,0.46,apartment,L,4,20,70,0.5790257841204217,0.11479847938599391,0.22401024083018178,0.08216549566340269
168.0,0.34,villa,S,3,25,40,0.36072269390428774,0.10531717955987015,0.3999803381026502,0.1339797884331919
239.0,0.29,apartment,L,5,21,48,0.43610277107214224,0.14350422167062546,0.26841978577640274,0.15197322148082962
178.0,0.47,apartment,S,4,24,30,0.386400955563883,0.18038370987390118,0.2936852303482706,0.13953010421394535
197.0,0.33,apartment,S,7,22,26,0.3740834075608044,0.09979461695470969,0.38440001523411976,0.1417219602503662
188.0,0.43,apartment,S,2,22,54,0.4415159296590025,0.11421529581975982,0.28845693801028865,0.1558118365109491
131.0,0.27,apartment,S,3,23,64,0.4614765860337253,0.07370254198638876,0.30257517140861245,0.16224570057127347
262.0,0.44,villa,M,5,25,83,0.4149890715201477,0.0609095420231626,0.3949781727375873,0.12912321371910257
197.0,0.25,apartment,L,4,26,41,0.3359475129565148,0.13528560140999965,0.34864067463210335,0.18012621100138224
140.0,0.27,apartment,L,3,22,36,0.43646498633055203,0.11649867583778926,0.3419731763680496,0.10506316146360914
116.0,0.28,apartment,S,5,24,63,0.40832187187227026,0.08426065115177674,0.36182863295973267,0.1455888440162204
209.0,0.37,villa,S,5,23,81,0.4166540268758103,0.09177393681061809,0.3583180726630537,0.13325396365051786
120.0,0.3,apartment,S,4,22,29,0.4741334246865279,0.11301168664477859,0.3186613535171673,0.09419353515152623
333.0,0.47,villa,M,3,22,54,0.5076607804339608,0.08460164458454715,0.31371042977074265,0.09402714521074954
140.0,0.4,apartment,S,4,23,51,0.3703793668512393,0.13797612158999767,0.3157098383448129,0.17593467321395026
169.0,0.28,apartment,S,4,23,46,0.43523990400490237,0.11726357292960807,0.3209042257553561,0.1265922973101334
363.0,0.39,apartment,L,5,21,29,0.4825240647294303,0.13882230610223056,0.227988445343985,0.1506651838243542
197.0,0.36,apartment,L,4,24,35,0.3201248174818746,0.15084462635193083,0.3686894775143386,0.160341078651856
211.0,0.46,apartment,M,4,24,17,0.3507444369754002,0.15404949128874892,0.3217551113950827,0.1734509603407681
127.0,0.34,villa,S,1,22,39,0.4562024657486503,0.1204123589091083,0.2464631315965756,0.17692204374566592
138.0,0.29,apartment,M,2,23,45,0.4327794311133166,0.11713282085168947,0.2443979452561278,0.20568980277886606
138.0,0.41,apartment,S,3,25,41,0.4126492825207482,0.1199211810402183,0.3469985465891076,0.12043098984992595
237.0,0.48,apartment,M,4,24,35,0.2964222143306955,0.20520038485670417,0.3708109222631478,0.12756647854945255
275.0,0.41,apartment,M,5,26,43,0.3034684740119065,0.1464879766649394,0.36134835408088045,0.18869519524227357
351.0,0.46,apartment,S,7,20,48,0.49550170690689227,0.06317017384258733,0.3234326066450706,0.11789551260544971
163.0,0.26,apartment,L,4,25,44,0.3824120116060686,0.11674129075389818,0.37920782037321543,0.12163887726681778
210.0,0.31,apartment,M,5,19,24,0.44897559859643815,0.1251842914887374,0.3117559957645106,0.11408411415031404
196.0,0.45,apartment,M,4,25,69,0.35633942530194485,0.09556062067759495,0.33663449710760607,0.2114654569128541
85.0,0.27,apartment,S,3,23,49,0.4393552614467906,0.107511880626509,0.33135475569239187,0.12177810223430842
177.0,0.27,apartment,M,4,21,16,0.507856772930609,0.15181521426278544,0.26555769795300393,0.07477031485360172
250.0,0.47,apartment,S,3,21,13,0.4402412192520927,0.17872769211496384,0.29064904146350207,0.09038204716944141
230.0,0.47,apartment,M,4,25,49,0.42209035430346614,0.16994220035448174,0.2644956568572634,0.14347178848478875
359.0,0.47,villa,S,6,23,77,0.481553272337981,0.053486696738000626,0.33467943831040825,0.1302805926136101
181.0,0.48,apartment,S,4,23,67,0.4139990873598653,0.10004839819571446,0.3300672628592441,0.15588525158517622
143.0,0.32,villa,M,2,24,76,0.3757989778140769,0.09229516901127793,0.39063514074842615,0.14127071242621903
205.0,0.36,apartment,M,4,24,54,0.37196447053107057,0.12546021909957863,0.3797267539522076,0.12284855641714314
304.0,0.36,apartment,M,7,23,28,0.45736495368951946,0.0838209410367511,0.3540689061079768,0.1047451991657527
184.0,0.43,apartment,M,2,23,24,0.5177969224413367,0.1357797819227896,0.1804187766070019,0.16600451902887176
215.0,0.28,apartment,M,7,23,29,0.45404362703164963,0.08711150986267636,0.2413257566125596,0.2175191064931145
409.0,0.39,villa,M,8,22,64,0.45461200717007166,0.049872930594606506,0.37149476673255566,0.12402029550276619
222.0,0.37,villa,S,4,23,30,0.5049006526512048,0.11871223986728048,0.2522776524671523,0.12410945501436242
223.0,0.46,apartment,S,3,20,34,0.5025412642141164,0.08527101428057286,0.2859863682540147,0.12620135325129606
123.0,0.32,apartment,M,1,25,83,0.3913658085679945,0.022831550291538483,0.3522046406939092,0.23359800044655782
123.0,0.33,apartment,S,1,26,73,0.4283541200721401,0.10643461541875907,0.3143557493094778,0.15085551519962317
160.0,0.41,apartment,M,3,23,38,0.43973236196067905,0.12317511683132464,0.34036275146749995,0.09672976974049638
303.0,0.34,villa,M,5,22,5,0.4792301213791578,0.12790607947279403,0.25067332420649857,0.14219047494154965
261.0,0.4,apartment,S,7,22,38,0.4804040706194066,0.11295673903460318,0.2875786402394374,0.11906055010655286
128.0,0.38,apartment,M,2,24,58,0.429519297505331,0.0676850012192822,0.3117811351473843,0.19101456612800244
458.0,0.5,villa,M,4,21,54,0.5536094044097261,0.11949740461798675,0.22992502808247842,0.09696816288980885
301.0,0.37,villa,M,4,22,14,0.4788974541074255,0.13410754087412757,0.3116938444563776,0.07530116056206938
228.0,0.43,apartment,L,3,23,22,0.3849263946229839,0.15288748028854096,0.36425625310121407,0.09792987198726119
130.0,0.37,apartment,S,4,24,41,0.4104611236559052,0.10176800293781191,0.3162656606901571,0.17150521271612584
